Id,timestamp,latitude,longitude
1,1714398009.723,52.4016621,16.9514424
1,1714398009.823,52.4016615,16.951444
1,1714398009.923,52.4016609,16.9514456
1,1714398010.023,52.4016604,16.9514471
1,1714398010.123,52.4016601,16.9514488
1,1714398010.223,52.4016595,16.9514503
1,1714398010.323,52.4016589,16.9514519
1,1714398010.423,52.4016582,16.9514534
1,1714398010.523,52.4016573,16.9514549
1,1714398010.623,52.4016566,16.9514564
1,1714398010.723,52.4016559,16.9514578
1,1714398010.823,52.4016551,16.9514593
1,1714398010.923,52.4016543,16.9514608
1,1714398011.023,52.4016537,16.9514623
1,1714398011.123,52.4016532,16.9514638
1,1714398011.223,52.4016528,16.9514654
1,1714398011.323,52.4016524,16.9514671
1,1714398011.423,52.4016521,16.9514687
1,1714398011.523,52.4016517,16.9514704
1,1714398011.623,52.401651,16.9514719
1,1714398011.723,52.4016505,16.9514735
1,1714398011.823,52.4016501,16.9514751
1,1714398011.923,52.4016496,16.9514767
1,1714398012.023,52.4016492,16.9514782
1,1714398012.123,52.4016488,16.9514798
1,1714398012.223,52.4016487,16.9514815
1,1714398012.323,52.4016484,16.9514831
1,1714398012.423,52.4016479,16.9514846
1,1714398012.523,52.4016479,16.9514862
1,1714398012.623,52.4016481,16.9514879
1,1714398012.723,52.401648,16.9514895
1,1714398012.823,52.401648,16.9514911
1,1714398012.923,52.4016477,16.9514927
1,1714398013.023,52.4016476,16.9514943
1,1714398013.123,52.4016472,16.9514959
1,1714398013.223,52.4016466,16.9514975
1,1714398013.323,52.4016458,16.9514989
1,1714398013.423,52.4016447,16.9515002
1,1714398013.523,52.4016435,16.9515015
1,1714398013.623,52.4016424,16.9515028
1,1714398013.723,52.4016411,16.9515039
1,1714398013.823,52.4016401,16.9515053
1,1714398013.923,52.4016392,16.9515067
1,1714398014.023,52.4016383,16.9515082
1,1714398014.123,52.4016377,16.9515098
1,1714398014.223,52.401637,16.9515113
1,1714398014.323,52.4016364,16.9515128
1,1714398014.423,52.4016356,16.9515143
1,1714398014.523,52.4016346,16.9515156
1,1714398014.623,52.4016335,16.9515168
1,1714398014.723,52.4016328,16.9515183
1,1714398014.823,52.4016317,16.9515197
1,1714398014.923,52.4016307,16.951521
1,1714398015.023,52.4016296,16.9515222
1,1714398015.123,52.4016286,16.9515236
1,1714398015.223,52.4016276,16.9515249
1,1714398015.323,52.4016267,16.9515263
1,1714398015.423,52.4016257,16.9515277
1,1714398015.523,52.401625,16.9515292
1,1714398015.623,52.4016243,16.9515308
1,1714398015.723,52.4016236,16.9515323
1,1714398015.823,52.4016231,16.951534
1,1714398015.923,52.401623,16.9515357
1,1714398016.023,52.4016226,16.9515373
1,1714398016.123,52.4016224,16.951539
1,1714398016.223,52.4016225,16.9515406
1,1714398016.323,52.4016224,16.9515423
1,1714398016.423,52.4016223,16.951544
1,1714398016.523,52.401622,16.9515457
1,1714398016.623,52.4016219,16.9515474
1,1714398016.723,52.4016214,16.951549
1,1714398016.823,52.4016208,16.9515506
1,1714398016.923,52.4016201,16.9515521
1,1714398017.023,52.4016195,16.9515537
1,1714398017.123,52.4016189,16.9515552
1,1714398017.223,52.4016184,16.9515568
1,1714398017.323,52.4016177,16.9515583
1,1714398017.423,52.4016171,16.9515598
1,1714398017.523,52.4016163,16.9515613
1,1714398017.623,52.4016157,16.9515628
1,1714398017.723,52.4016152,16.9515644
1,1714398017.823,52.4016147,16.9515659
1,1714398017.923,52.4016145,16.9515676
1,1714398018.023,52.4016144,16.9515692
1,1714398018.123,52.4016145,16.9515707
1,1714398018.223,52.4016148,16.9515723
1,1714398018.323,52.4016152,16.9515739
1,1714398018.423,52.4016155,16.9515754
1,1714398018.523,52.4016157,16.951577
1,1714398018.623,52.4016159,16.9515785
1,1714398018.723,52.4016159,16.9515801
1,1714398018.823,52.4016161,16.9515816
1,1714398018.923,52.4016165,16.9515831
1,1714398019.023,52.401617,16.9515845
1,1714398019.123,52.4016176,16.9515859
1,1714398019.223,52.4016182,16.9515873
1,1714398019.323,52.4016188,16.9515887
1,1714398019.423,52.4016192,16.9515902
1,1714398019.523,52.4016196,16.9515918
1,1714398019.623,52.4016198,16.9515933
1,1714398019.723,52.40162,16.9515949
1,1714398019.823,52.40162,16.9515964
1,1714398019.923,52.4016199,16.9515979
1,1714398020.023,52.4016197,16.9515994
1,1714398020.123,52.4016195,16.9516009
1,1714398020.223,52.4016194,16.9516023
1,1714398020.323,52.4016192,16.9516038
1,1714398020.423,52.4016194,16.9516054
1,1714398020.523,52.4016193,16.9516069
1,1714398020.623,52.4016189,16.9516085
1,1714398020.723,52.4016187,16.9516101
1,1714398020.823,52.4016186,16.9516117
1,1714398020.923,52.4016186,16.9516133
1,1714398021.023,52.4016187,16.9516149
1,1714398021.123,52.4016187,16.9516165
1,1714398021.223,52.4016188,16.9516181
1,1714398021.323,52.4016189,16.9516196
1,1714398021.423,52.4016189,16.9516212
1,1714398021.523,52.4016192,16.9516227
1,1714398021.623,52.4016194,16.9516243
1,1714398021.723,52.4016195,16.9516259
1,1714398021.823,52.4016193,16.9516275
1,1714398021.923,52.401619,16.951629
1,1714398022.023,52.4016189,16.9516307
1,1714398022.123,52.4016187,16.9516323
1,1714398022.223,52.4016184,16.9516339
1,1714398022.323,52.4016177,16.9516354
1,1714398022.423,52.4016168,16.9516368
1,1714398022.523,52.401616,16.9516383
1,1714398022.623,52.4016153,16.9516397
1,1714398022.723,52.4016145,16.951641
1,1714398022.823,52.4016136,16.9516423
1,1714398022.923,52.4016127,16.9516437
1,1714398023.023,52.4016118,16.9516451
1,1714398023.123,52.4016108,16.9516463
1,1714398023.223,52.4016097,16.9516475
1,1714398023.323,52.4016085,16.9516486
1,1714398023.423,52.4016072,16.9516495
1,1714398023.523,52.4016058,16.9516504
1,1714398023.623,52.4016043,16.9516513
1,1714398023.723,52.4016028,16.9516519
1,1714398023.823,52.4016013,16.9516527
1,1714398023.923,52.4015997,16.9516534
1,1714398024.023,52.4015981,16.9516541
1,1714398024.123,52.4015965,16.9516547
1,1714398024.223,52.4015949,16.951655
1,1714398024.323,52.4015932,16.9516552
1,1714398024.423,52.4015916,16.9516553
1,1714398024.523,52.4015899,16.9516554
1,1714398024.623,52.4015883,16.9516559
1,1714398024.723,52.4015868,16.9516564
1,1714398024.823,52.4015852,16.951657
1,1714398024.923,52.4015836,16.9516575
1,1714398025.023,52.4015821,16.9516581
1,1714398025.123,52.4015807,16.9516589
1,1714398025.223,52.4015792,16.9516597
1,1714398025.323,52.4015777,16.9516605
1,1714398025.423,52.4015763,16.9516613
1,1714398025.523,52.4015748,16.951662
1,1714398025.623,52.4015733,16.9516627
1,1714398025.723,52.4015718,16.9516634
1,1714398025.823,52.4015703,16.9516641
1,1714398025.923,52.4015689,16.9516649
1,1714398026.023,52.4015675,16.9516656
1,1714398026.123,52.4015662,16.9516665
1,1714398026.223,52.4015648,16.9516675
1,1714398026.323,52.4015633,16.9516683
1,1714398026.423,52.401562,16.9516693
1,1714398026.523,52.4015605,16.9516701
1,1714398026.623,52.401559,16.9516709
1,1714398026.723,52.4015574,16.9516713
1,1714398026.823,52.4015557,16.9516715
1,1714398026.923,52.4015541,16.9516718
1,1714398027.023,52.4015524,16.9516721
1,1714398027.123,52.4015509,16.9516727
1,1714398027.223,52.4015493,16.9516733
1,1714398027.323,52.4015477,16.9516737
1,1714398027.423,52.4015461,16.951674
1,1714398027.523,52.4015445,16.9516742
1,1714398027.623,52.4015429,16.9516742
1,1714398027.723,52.4015412,16.9516741
1,1714398027.823,52.4015396,16.9516742
1,1714398027.923,52.401538,16.9516744
1,1714398028.023,52.4015365,16.951675
1,1714398028.123,52.401535,16.9516755
1,1714398028.223,52.4015335,16.951676
1,1714398028.323,52.4015319,16.9516764
1,1714398028.423,52.4015303,16.9516768
1,1714398028.523,52.4015287,16.9516773
1,1714398028.623,52.4015271,16.9516776
1,1714398028.723,52.4015254,16.951678
1,1714398028.823,52.4015238,16.9516784
1,1714398028.923,52.4015223,16.9516789
1,1714398029.023,52.4015207,16.951679
1,1714398029.123,52.4015191,16.9516793
1,1714398029.223,52.4015175,16.9516796
1,1714398029.323,52.4015158,16.9516797
1,1714398029.423,52.4015142,16.9516801
1,1714398029.523,52.4015126,16.95168
1,1714398029.623,52.4015109,16.9516801
1,1714398029.723,52.4015092,16.9516802
1,1714398029.823,52.4015075,16.9516803
1,1714398029.923,52.4015059,16.9516805
1,1714398030.023,52.4015042,16.9516806
1,1714398030.123,52.4015026,16.9516804
1,1714398030.223,52.4015009,16.9516802
1,1714398030.323,52.4014993,16.95168
1,1714398030.423,52.4014976,16.9516798
1,1714398030.523,52.401496,16.9516796
1,1714398030.623,52.4014944,16.9516789
1,1714398030.723,52.4014929,16.9516782
1,1714398030.823,52.4014914,16.9516774
1,1714398030.923,52.4014902,16.9516763
1,1714398031.023,52.4014891,16.951675
1,1714398031.123,52.4014879,16.9516739
1,1714398031.223,52.4014864,16.9516731
1,1714398031.323,52.4014848,16.9516722
1,1714398031.423,52.4014835,16.9516711
1,1714398031.523,52.4014821,16.9516701
1,1714398031.623,52.4014809,16.9516689
1,1714398031.723,52.4014797,16.9516677
1,1714398031.823,52.4014786,16.9516664
1,1714398031.923,52.4014775,16.9516652
1,1714398032.023,52.4014762,16.9516641
1,1714398032.123,52.4014748,16.9516631
1,1714398032.223,52.4014736,16.9516619
1,1714398032.323,52.4014725,16.9516605
1,1714398032.423,52.4014721,16.9516588
1,1714398032.523,52.4014714,16.9516572
1,1714398032.623,52.4014708,16.9516556
1,1714398032.723,52.4014701,16.951654
1,1714398032.823,52.4014693,16.9516524
1,1714398032.923,52.4014685,16.9516509
1,1714398033.023,52.4014677,16.9516494
1,1714398033.123,52.4014669,16.9516479
1,1714398033.223,52.4014661,16.9516463
1,1714398033.323,52.4014653,16.9516447
1,1714398033.423,52.4014644,16.9516432
1,1714398033.523,52.4014635,16.9516417
1,1714398033.623,52.4014631,16.95164
1,1714398033.723,52.4014628,16.9516383
1,1714398033.823,52.4014621,16.9516367
1,1714398033.923,52.4014618,16.951635
1,1714398034.023,52.4014614,16.9516332
1,1714398034.123,52.401461,16.9516315
1,1714398034.223,52.4014607,16.9516299
1,1714398034.323,52.4014604,16.9516282
1,1714398034.423,52.4014601,16.9516265
1,1714398034.523,52.4014598,16.9516249
1,1714398034.623,52.4014593,16.9516232
1,1714398034.723,52.4014589,16.9516215
1,1714398034.823,52.4014584,16.9516198
1,1714398034.923,52.4014579,16.9516182
1,1714398035.023,52.4014579,16.9516165
1,1714398035.123,52.4014577,16.9516148
1,1714398035.223,52.4014576,16.9516131
1,1714398035.323,52.4014577,16.9516115
1,1714398035.423,52.4014577,16.9516099
1,1714398035.523,52.4014578,16.9516083
1,1714398035.623,52.401458,16.9516067
1,1714398035.723,52.4014584,16.9516051
1,1714398035.823,52.4014586,16.9516035
1,1714398035.923,52.4014588,16.9516019
1,1714398036.023,52.401459,16.9516003
1,1714398036.123,52.4014592,16.9515987
1,1714398036.223,52.4014593,16.9515971
1,1714398036.323,52.4014594,16.9515955
1,1714398036.423,52.401459,16.9515939
1,1714398036.523,52.4014586,16.9515923
1,1714398036.623,52.4014583,16.9515907
1,1714398036.723,52.4014586,16.9515891
1,1714398036.823,52.4014587,16.9515875
1,1714398036.923,52.4014588,16.9515859
1,1714398037.023,52.401459,16.9515843
1,1714398037.123,52.401459,16.9515827
1,1714398037.223,52.4014593,16.951581
1,1714398037.323,52.4014596,16.9515793
1,1714398037.423,52.4014599,16.9515777
1,1714398037.523,52.4014599,16.951576
1,1714398037.623,52.4014603,16.9515744
1,1714398037.723,52.4014604,16.9515727
1,1714398037.823,52.4014608,16.951571
1,1714398037.923,52.4014611,16.9515694
1,1714398038.023,52.4014613,16.9515677
1,1714398038.123,52.4014614,16.9515661
1,1714398038.223,52.4014614,16.9515645
1,1714398038.323,52.4014617,16.9515629
1,1714398038.423,52.4014619,16.9515613
1,1714398038.523,52.4014622,16.9515596
1,1714398038.623,52.4014625,16.9515579
1,1714398038.723,52.4014628,16.9515562
1,1714398038.823,52.4014629,16.9515545
1,1714398038.923,52.4014633,16.9515529
1,1714398039.023,52.4014638,16.9515513
1,1714398039.123,52.4014647,16.9515498
1,1714398039.223,52.4014656,16.9515484
1,1714398039.323,52.4014663,16.9515469
1,1714398039.423,52.4014666,16.9515452
1,1714398039.523,52.4014674,16.9515438
1,1714398039.623,52.4014681,16.9515423
1,1714398039.723,52.4014687,16.9515407
1,1714398039.823,52.4014693,16.9515392
1,1714398039.923,52.4014697,16.9515376
1,1714398040.023,52.4014702,16.951536
1,1714398040.123,52.4014709,16.9515345
1,1714398040.223,52.4014719,16.9515331
1,1714398040.323,52.4014731,16.9515318
1,1714398040.423,52.4014741,16.9515304
1,1714398040.523,52.401475,16.9515289
1,1714398040.623,52.401476,16.9515276
1,1714398040.723,52.4014769,16.9515262
1,1714398040.823,52.4014779,16.9515248
1,1714398040.923,52.4014788,16.9515235
1,1714398041.023,52.4014799,16.9515222
1,1714398041.123,52.401481,16.951521
1,1714398041.223,52.4014819,16.9515197
1,1714398041.323,52.4014828,16.9515183
1,1714398041.423,52.4014837,16.951517
1,1714398041.523,52.4014847,16.9515157
1,1714398041.623,52.4014856,16.9515143
1,1714398041.723,52.4014863,16.9515127
1,1714398041.823,52.4014869,16.9515112
1,1714398041.923,52.4014876,16.9515096
1,1714398042.023,52.4014882,16.951508
1,1714398042.123,52.4014888,16.9515064
1,1714398042.223,52.4014892,16.9515047
1,1714398042.323,52.4014898,16.9515031
1,1714398042.423,52.4014901,16.9515014
1,1714398042.523,52.4014904,16.9514997
1,1714398042.623,52.4014909,16.9514981
1,1714398042.723,52.4014914,16.9514964
1,1714398042.823,52.4014916,16.9514947
1,1714398042.923,52.401492,16.9514929
1,1714398043.023,52.4014923,16.9514912
1,1714398043.123,52.4014926,16.9514896
1,1714398043.223,52.4014931,16.951488
1,1714398043.323,52.4014935,16.9514863
1,1714398043.423,52.4014938,16.9514847
1,1714398043.523,52.4014943,16.9514831
1,1714398043.623,52.401495,16.9514817
1,1714398043.723,52.4014957,16.9514802
1,1714398043.823,52.4014966,16.9514788
1,1714398043.923,52.4014976,16.9514775
1,1714398044.023,52.4014984,16.9514761
1,1714398044.123,52.4014993,16.9514747
1,1714398044.223,52.4015001,16.9514732
1,1714398044.323,52.4015013,16.9514721
1,1714398044.423,52.4015025,16.951471
1,1714398044.523,52.4015036,16.9514698
1,1714398044.623,52.4015049,16.9514687
1,1714398044.723,52.4015063,16.9514677
1,1714398044.823,52.4015077,16.9514668
1,1714398044.923,52.4015089,16.9514657
1,1714398045.023,52.4015102,16.9514646
1,1714398045.123,52.4015114,16.9514635
1,1714398045.223,52.4015128,16.9514625
1,1714398045.323,52.4015139,16.9514613
1,1714398045.423,52.401515,16.95146
1,1714398045.523,52.4015159,16.9514586
1,1714398045.623,52.4015168,16.9514572
1,1714398045.723,52.4015177,16.9514558
1,1714398045.823,52.4015182,16.9514542
1,1714398045.923,52.4015187,16.9514527
1,1714398046.023,52.401519,16.9514511
2,1714398004.323,52.4015858,16.9518242
2,1714398004.423,52.4015863,16.9518259
2,1714398004.523,52.4015863,16.9518276
2,1714398004.623,52.4015866,16.9518294
2,1714398004.723,52.401587,16.951831
2,1714398004.823,52.4015878,16.9518325
2,1714398004.923,52.4015888,16.951834
2,1714398005.023,52.4015899,16.9518353
2,1714398005.123,52.4015912,16.9518364
2,1714398005.223,52.4015925,16.9518376
2,1714398005.323,52.4015937,16.9518389
2,1714398005.423,52.4015948,16.9518403
2,1714398005.523,52.4015956,16.9518418
2,1714398005.623,52.4015965,16.9518433
2,1714398005.723,52.4015977,16.9518446
2,1714398005.823,52.4015988,16.9518459
2,1714398005.923,52.4016,16.9518471
2,1714398006.023,52.401601,16.9518485
2,1714398006.123,52.4016018,16.9518499
2,1714398006.223,52.401603,16.9518511
2,1714398006.323,52.4016043,16.9518521
2,1714398006.423,52.4016056,16.9518531
2,1714398006.523,52.4016068,16.9518543
2,1714398006.623,52.4016078,16.9518556
2,1714398006.723,52.4016086,16.9518571
2,1714398006.823,52.4016097,16.9518584
2,1714398006.923,52.4016107,16.9518597
2,1714398007.023,52.4016117,16.9518611
2,1714398007.123,52.4016129,16.9518624
2,1714398007.223,52.4016137,16.951864
2,1714398007.323,52.4016145,16.9518655
2,1714398007.423,52.4016155,16.951867
2,1714398007.523,52.4016166,16.9518684
2,1714398007.623,52.4016176,16.9518699
2,1714398007.723,52.4016188,16.9518712
2,1714398007.823,52.40162,16.9518725
2,1714398007.923,52.4016211,16.9518739
2,1714398008.023,52.4016222,16.9518752
2,1714398008.123,52.4016233,16.9518766
2,1714398008.223,52.4016243,16.951878
2,1714398008.323,52.4016252,16.9518796
2,1714398008.423,52.4016258,16.9518812
2,1714398008.523,52.4016262,16.9518829
2,1714398008.623,52.4016271,16.9518844
2,1714398008.723,52.4016279,16.9518859
2,1714398008.823,52.4016287,16.9518874
2,1714398008.923,52.4016297,16.9518888
2,1714398009.023,52.4016307,16.9518903
2,1714398009.123,52.4016317,16.9518918
2,1714398009.223,52.4016325,16.9518934
2,1714398009.323,52.4016334,16.9518949
2,1714398009.423,52.4016343,16.9518965
2,1714398009.523,52.4016351,16.9518981
2,1714398009.623,52.401636,16.9518997
2,1714398009.723,52.4016371,16.9519012
2,1714398009.823,52.4016383,16.9519027
2,1714398009.923,52.4016396,16.951904
2,1714398010.023,52.401641,16.9519054
2,1714398010.123,52.4016422,16.9519068
2,1714398010.223,52.4016434,16.9519083
2,1714398010.323,52.4016446,16.9519098
2,1714398010.423,52.4016458,16.9519112
2,1714398010.523,52.4016472,16.9519126
2,1714398010.623,52.4016488,16.9519136
2,1714398010.723,52.4016505,16.9519145
2,1714398010.823,52.4016523,16.9519153
2,1714398010.923,52.4016539,16.9519162
2,1714398011.023,52.4016557,16.9519168
2,1714398011.123,52.4016575,16.9519173
2,1714398011.223,52.4016592,16.951918
2,1714398011.323,52.4016608,16.9519189
2,1714398011.423,52.4016624,16.95192
2,1714398011.523,52.4016638,16.9519211
2,1714398011.623,52.4016654,16.9519221
2,1714398011.723,52.401667,16.951923
2,1714398011.823,52.4016685,16.9519238
2,1714398011.923,52.4016701,16.9519247
2,1714398012.023,52.4016716,16.9519257
2,1714398012.123,52.4016731,16.9519265
2,1714398012.223,52.4016749,16.951927
2,1714398012.323,52.4016766,16.9519271
2,1714398012.423,52.4016784,16.9519272
2,1714398012.523,52.4016801,16.9519268
2,1714398012.623,52.4016819,16.9519268
2,1714398012.723,52.4016836,16.9519264
2,1714398012.823,52.4016854,16.9519262
2,1714398012.923,52.4016872,16.9519262
2,1714398013.023,52.4016889,16.9519267
2,1714398013.123,52.4016906,16.9519273
2,1714398013.223,52.4016923,16.9519279
2,1714398013.323,52.4016939,16.9519286
2,1714398013.423,52.4016956,16.9519293
2,1714398013.523,52.4016972,16.9519301
2,1714398013.623,52.4016988,16.9519309
2,1714398013.723,52.4017005,16.9519314
2,1714398013.823,52.4017022,16.951932
2,1714398013.923,52.4017038,16.9519328
2,1714398014.023,52.4017054,16.9519332
2,1714398014.123,52.4017072,16.9519331
2,1714398014.223,52.4017088,16.9519329
2,1714398014.323,52.4017105,16.9519329
2,1714398014.423,52.4017122,16.9519328
2,1714398014.523,52.4017139,16.9519327
2,1714398014.623,52.4017156,16.9519326
2,1714398014.723,52.4017173,16.9519325
2,1714398014.823,52.401719,16.9519325
2,1714398014.923,52.4017207,16.9519323
2,1714398015.023,52.4017223,16.9519319
2,1714398015.123,52.401724,16.9519314
2,1714398015.223,52.4017256,16.9519309
2,1714398015.323,52.4017273,16.9519304
2,1714398015.423,52.4017289,16.95193
2,1714398015.523,52.4017305,16.9519297
2,1714398015.623,52.4017321,16.9519292
2,1714398015.723,52.4017336,16.9519284
2,1714398015.823,52.4017347,16.9519273
2,1714398015.923,52.4017359,16.9519262
2,1714398016.023,52.4017372,16.9519253
2,1714398016.123,52.4017385,16.9519245
2,1714398016.223,52.4017398,16.9519236
2,1714398016.323,52.4017412,16.951923
2,1714398016.423,52.4017428,16.9519226
2,1714398016.523,52.4017443,16.9519222
2,1714398016.623,52.4017458,16.9519216
2,1714398016.723,52.4017473,16.9519213
2,1714398016.823,52.4017489,16.951921
2,1714398016.923,52.4017505,16.9519209
2,1714398017.023,52.4017522,16.9519208
2,1714398017.123,52.4017538,16.9519206
2,1714398017.223,52.4017554,16.9519209
2,1714398017.323,52.4017569,16.9519212
2,1714398017.423,52.4017585,16.9519214
2,1714398017.523,52.40176,16.9519221
2,1714398017.623,52.4017615,16.9519229
2,1714398017.723,52.4017629,16.9519238
2,1714398017.823,52.4017644,16.9519246
2,1714398017.923,52.4017659,16.9519253
2,1714398018.023,52.4017673,16.9519264
2,1714398018.123,52.4017685,16.9519276
2,1714398018.223,52.4017697,16.9519288
2,1714398018.323,52.4017706,16.9519302
2,1714398018.423,52.4017716,16.9519315
2,1714398018.523,52.4017724,16.951933
2,1714398018.623,52.4017734,16.9519344
2,1714398018.723,52.4017742,16.9519358
2,1714398018.823,52.4017751,16.9519372
2,1714398018.923,52.4017764,16.9519384
2,1714398019.023,52.4017774,16.9519398
2,1714398019.123,52.4017784,16.9519411
2,1714398019.223,52.4017793,16.9519425
2,1714398019.323,52.40178,16.951944
2,1714398019.423,52.4017808,16.9519454
2,1714398019.523,52.4017817,16.9519468
2,1714398019.623,52.4017824,16.9519482
2,1714398019.723,52.4017832,16.9519496
2,1714398019.823,52.4017842,16.9519508
2,1714398019.923,52.4017852,16.9519519
2,1714398020.023,52.4017865,16.9519528
2,1714398020.123,52.4017878,16.9519535
2,1714398020.223,52.4017893,16.9519541
2,1714398020.323,52.4017906,16.9519549
2,1714398020.423,52.4017918,16.9519559
2,1714398020.523,52.4017928,16.9519571
2,1714398020.623,52.401794,16.9519581
2,1714398020.723,52.4017952,16.9519591
2,1714398020.823,52.4017962,16.9519603
2,1714398020.923,52.401797,16.9519616
2,1714398021.023,52.4017979,16.9519629
2,1714398021.123,52.4017988,16.9519642
2,1714398021.223,52.4017997,16.9519655
2,1714398021.323,52.4018006,16.9519668
2,1714398021.423,52.4018015,16.9519681
2,1714398021.523,52.4018024,16.9519694
2,1714398021.623,52.4018032,16.9519708
2,1714398021.723,52.4018041,16.9519722
2,1714398021.823,52.4018049,16.9519737
2,1714398021.923,52.4018055,16.9519752
2,1714398022.023,52.4018061,16.9519768
2,1714398022.123,52.4018067,16.9519784
2,1714398022.223,52.4018074,16.9519799
2,1714398022.323,52.4018079,16.9519815
2,1714398022.423,52.4018085,16.951983
2,1714398022.523,52.4018091,16.9519845
2,1714398022.623,52.4018095,16.9519861
2,1714398022.723,52.4018099,16.9519876
2,1714398022.823,52.4018104,16.9519891
2,1714398022.923,52.4018111,16.9519906
2,1714398023.023,52.4018118,16.951992
2,1714398023.123,52.4018126,16.9519934
2,1714398023.223,52.4018133,16.9519947
2,1714398023.323,52.4018141,16.9519961
2,1714398023.423,52.401815,16.9519974
2,1714398023.523,52.4018159,16.9519986
2,1714398023.623,52.4018167,16.952
2,1714398023.723,52.4018177,16.9520012
2,1714398023.823,52.4018191,16.9520019
2,1714398023.923,52.4018204,16.9520027
2,1714398024.023,52.4018218,16.9520036
2,1714398024.123,52.4018228,16.9520047
2,1714398024.223,52.4018237,16.9520061
2,1714398024.323,52.4018246,16.9520074
2,1714398024.423,52.4018252,16.9520089
2,1714398024.523,52.4018254,16.9520105
2,1714398024.623,52.4018254,16.9520122
2,1714398024.723,52.4018253,16.9520138
2,1714398024.823,52.4018255,16.9520153
2,1714398024.923,52.4018258,16.9520169
2,1714398025.023,52.401826,16.9520185
2,1714398025.123,52.401826,16.9520202
2,1714398025.223,52.4018262,16.9520218
2,1714398025.323,52.4018263,16.9520234
2,1714398025.423,52.4018263,16.952025
2,1714398025.523,52.4018262,16.9520267
2,1714398025.623,52.4018264,16.9520283
2,1714398025.723,52.4018265,16.9520299
